ca_collections.idno_institucion,ca_collections.preferred_labels_institucion,ca_collections.idno_fondo,ca_collections.preferred_labels_fondo,ca_collections.idno_subfondo,ca_collections.preferred_labels_subfondo,collection_type_subfondo,ca_collections.arrangement_subfondo,ca_collections.preferred_labels,ca_collections.arrangement,ca_collections.idno,ca_collections.extent_text,ca_collections.repository.repositoryName,ca_collections.scopecontent,ca_collections.accessrestrict,ca_collections.reproduction,ca_collections.note,ca_collections.repository.repositoryLocation,ca_places,ca_collections.description,ca_collections.relatedmaterial,ca_collections.unitdate.date_value,ca_collections.unitdate.dates_types
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1044,Caja 1044,caja,"Archivo Histórico Rionegro, Judicial, Caja 1044",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1044, Carpeta 004",CO.AHR.JUD.T1044.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1910 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1044,Caja 1044,caja,"Archivo Histórico Rionegro, Judicial, Caja 1044",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1044, Carpeta 005",CO.AHR.JUD.T1044.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1910 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 001",CO.AHR.JUD.T1045.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 002",CO.AHR.JUD.T1045.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 003",CO.AHR.JUD.T1045.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 004",CO.AHR.JUD.T1045.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 005",CO.AHR.JUD.T1045.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1045,Caja 1045,caja,"Archivo Histórico Rionegro, Judicial, Caja 1045",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1045, Carpeta 006",CO.AHR.JUD.T1045.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1941 - 1947,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1046,Caja 1046,caja,"Archivo Histórico Rionegro, Judicial, Caja 1046",carpeta 007,"Archivo Histórico Rionegro, Judicial, Caja 1046, Carpeta 001",CO.AHR.JUD.T1046.T007,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1046,Caja 1046,caja,"Archivo Histórico Rionegro, Judicial, Caja 1046",carpeta 008,"Archivo Histórico Rionegro, Judicial, Caja 1046, Carpeta 002",CO.AHR.JUD.T1046.T008,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1046,Caja 1046,caja,"Archivo Histórico Rionegro, Judicial, Caja 1046",carpeta 009,"Archivo Histórico Rionegro, Judicial, Caja 1046, Carpeta 003",CO.AHR.JUD.T1046.T009,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1046,Caja 1046,caja,"Archivo Histórico Rionegro, Judicial, Caja 1046",carpeta 010,"Archivo Histórico Rionegro, Judicial, Caja 1046, Carpeta 004",CO.AHR.JUD.T1046.T010,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1046,Caja 1046,caja,"Archivo Histórico Rionegro, Judicial, Caja 1046",carpeta 011,"Archivo Histórico Rionegro, Judicial, Caja 1046, Carpeta 005",CO.AHR.JUD.T1046.T011,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 001",CO.AHR.JUD.T1047.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 002",CO.AHR.JUD.T1047.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 003",CO.AHR.JUD.T1047.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 004",CO.AHR.JUD.T1047.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 005",CO.AHR.JUD.T1047.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1047,Caja 1047,caja,"Archivo Histórico Rionegro, Judicial, Caja 1047",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1047, Carpeta 006",CO.AHR.JUD.T1047.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1874 - 1925,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1048,Caja 1048,caja,"Archivo Histórico Rionegro, Judicial, Caja 1048,",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1048, Carpeta 001",CO.AHR.JUD.T1048.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1919 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1048,Caja 1048,caja,"Archivo Histórico Rionegro, Judicial, Caja 1048,",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1048, Carpeta 002",CO.AHR.JUD.T1048.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1919 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1048,Caja 1048,caja,"Archivo Histórico Rionegro, Judicial, Caja 1048,",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1048, Carpeta 003",CO.AHR.JUD.T1048.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1919 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1048,Caja 1048,caja,"Archivo Histórico Rionegro, Judicial, Caja 1048,",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1048, Carpeta 004",CO.AHR.JUD.T1048.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1919 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1048,Caja 1048,caja,"Archivo Histórico Rionegro, Judicial, Caja 1048,",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1048, Carpeta 005",CO.AHR.JUD.T1048.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1919 - 1920,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1049,Caja 1049,caja,"Archivo Histórico Rionegro, Judicial, Caja 1049",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1049, Carpeta 001",CO.AHR.JUD.T1049.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1876 - 1886,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1049,Caja 1049,caja,"Archivo Histórico Rionegro, Judicial, Caja 1049",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1049, Carpeta 002",CO.AHR.JUD.T1049.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1876 - 1886,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1049,Caja 1049,caja,"Archivo Histórico Rionegro, Judicial, Caja 1049",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1049, Carpeta 003",CO.AHR.JUD.T1049.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1876 - 1886,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1049,Caja 1049,caja,"Archivo Histórico Rionegro, Judicial, Caja 1049",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1049, Carpeta 004",CO.AHR.JUD.T1049.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1876 - 1886,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1049,Caja 1049,caja,"Archivo Histórico Rionegro, Judicial, Caja 1049",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1049, Carpeta 005",CO.AHR.JUD.T1049.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Juicios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1876 - 1886,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1050,Caja 1050,caja,"Archivo Histórico Rionegro, Judicial, Caja 1050",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1050, Carpeta 001",CO.AHR.JUD.T1050.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,Desgaste y manchas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1928 - 1941,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1050,Caja 1050,caja,"Archivo Histórico Rionegro, Judicial, Caja 1050",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1050, Carpeta 002",CO.AHR.JUD.T1050.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,Desgaste y manchas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1928 - 1941,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1050,Caja 1050,caja,"Archivo Histórico Rionegro, Judicial, Caja 1050",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1050, Carpeta 003",CO.AHR.JUD.T1050.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,Desgaste y manchas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1928 - 1941,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1050,Caja 1050,caja,"Archivo Histórico Rionegro, Judicial, Caja 1050",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1050, Carpeta 004",CO.AHR.JUD.T1050.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,Desgaste y manchas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1928 - 1941,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1050,Caja 1050,caja,"Archivo Histórico Rionegro, Judicial, Caja 1050",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1050, Carpeta 005",CO.AHR.JUD.T1050.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,Desgaste y manchas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1928 - 1941,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 001",CO.AHR.JUD.T1051.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 002",CO.AHR.JUD.T1051.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 003",CO.AHR.JUD.T1051.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 004",CO.AHR.JUD.T1051.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 005,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 005",CO.AHR.JUD.T1051.T005,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 006,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 006",CO.AHR.JUD.T1051.T006,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1051,Caja 1051,caja,"Archivo Histórico Rionegro, Judicial, Caja 1051",carpeta 007,"Archivo Histórico Rionegro, Judicial, Caja 1051, Carpeta 007",CO.AHR.JUD.T1051.T007,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1875 - 1933,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 001,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 001",CO.AHR.JUD.T1052.T001,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 002,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 002",CO.AHR.JUD.T1052.T002,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 003,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 003",CO.AHR.JUD.T1052.T003,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.JUD,Judicial,CO.AHR.JUD.T1052,Caja 1052,caja,"Archivo Histórico Rionegro, Judicial, Caja 1052",carpeta 004,"Archivo Histórico Rionegro, Judicial, Caja 1052, Carpeta 004",CO.AHR.JUD.T1052.T004,,Archivo Histórico de Rionegro,,Libre acceso,Libre reproducción,"Buen Estado, deterioro de acuerdo al paso del tiempo","AHR, Rionegro, Antioquia, Colombia",Rionegro,Varios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1877 - 1891,recordKeeping
