ca_collections.idno_institucion,ca_collections.preferred_labels_institucion,ca_collections.idno_fondo,ca_collections.preferred_labels_fondo,ca_collections.idno_subfondo,ca_collections.preferred_labels_subfondo,collection_type_subfondo,ca_collections.arrangement_subfondo,ca_collections.preferred_labels,ca_collections.arrangement,ca_collections.idno,ca_collections.extent_text,ca_collections.repository.repositoryName,ca_collections.scopecontent,ca_collections.accessrestrict,ca_collections.reproduction,ca_collections.note,ca_collections.repository.repositoryLocation,ca_places,ca_collections.description,ca_collections.relatedmaterial,ca_collections.unitdate.date_value,ca_collections.unitdate.dates_types
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T284,Caja 284,caja,"Archivo Histórico Rionegro, Gobierno, Caja 284",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 284, Carpeta 004",CO.AHR.GOB.T284.T004,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T284,Caja 284,caja,"Archivo Histórico Rionegro, Gobierno, Caja 284",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 284, Carpeta 005",CO.AHR.GOB.T284.T005,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T284,Caja 284,caja,"Archivo Histórico Rionegro, Gobierno, Caja 284",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 284, Carpeta 006",CO.AHR.GOB.T284.T006,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T284,Caja 284,caja,"Archivo Histórico Rionegro, Gobierno, Caja 284",Carpeta 007,"Archivo Histórico Rionegro, Gobierno, Caja 284, Carpeta 007",CO.AHR.GOB.T284.T007,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1921 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 001",CO.AHR.GOB.T285.T001,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 002",CO.AHR.GOB.T285.T002,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 003",CO.AHR.GOB.T285.T003,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 004",CO.AHR.GOB.T285.T004,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 005",CO.AHR.GOB.T285.T005,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 006",CO.AHR.GOB.T285.T006,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T285,Caja 285,caja,"Archivo Histórico Rionegro, Gobierno, Caja 285",Carpeta 007,"Archivo Histórico Rionegro, Gobierno, Caja 285, Carpeta 007",CO.AHR.GOB.T285.T007,,Archivo Histórico de Rionegro,Policía,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Policía,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1922 - 1924,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 001",CO.AHR.GOB.T286.T001,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 002",CO.AHR.GOB.T286.T002,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 003",CO.AHR.GOB.T286.T003,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 004",CO.AHR.GOB.T286.T004,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 005",CO.AHR.GOB.T286.T005,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T286,Caja 286,caja,"Archivo Histórico Rionegro, Gobierno, Caja 286",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 286, Carpeta 006",CO.AHR.GOB.T286.T006,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1925 - 1927,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 001",CO.AHR.GOB.T287.T001,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 002",CO.AHR.GOB.T287.T002,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 003",CO.AHR.GOB.T287.T003,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 004",CO.AHR.GOB.T287.T004,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 005",CO.AHR.GOB.T287.T005,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T287,Caja 287,caja,"Archivo Histórico Rionegro, Gobierno, Caja 287",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 287, Carpeta 006",CO.AHR.GOB.T287.T006,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 001",CO.AHR.GOB.T288.T001,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 002",CO.AHR.GOB.T288.T002,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 003",CO.AHR.GOB.T288.T003,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 004",CO.AHR.GOB.T288.T004,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 005",CO.AHR.GOB.T288.T005,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T288,Caja 288,caja,"Archivo Histórico Rionegro, Gobierno, Caja 288",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 288, Carpeta 006",CO.AHR.GOB.T288.T006,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1927 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 001",CO.AHR.GOB.T289.T001,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 002",CO.AHR.GOB.T289.T002,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 003",CO.AHR.GOB.T289.T003,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 004,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 004",CO.AHR.GOB.T289.T004,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 005",CO.AHR.GOB.T289.T005,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 006",CO.AHR.GOB.T289.T006,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T289,Caja 289,caja,"Archivo Histórico Rionegro, Gobierno, Caja 289",Carpeta 007,"Archivo Histórico Rionegro, Gobierno, Caja 289, Carpeta 007",CO.AHR.GOB.T289.T007,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1923 - 1928,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T290,Caja 290,caja,"Archivo Histórico Rionegro, Gobierno, Caja 290",Carpeta 001,"Archivo Histórico Rionegro, Gobierno, Caja 290, Carpeta 001",CO.AHR.GOB.T290.T001,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1929 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T290,Caja 290,caja,"Archivo Histórico Rionegro, Gobierno, Caja 290",Carpeta 002,"Archivo Histórico Rionegro, Gobierno, Caja 290, Carpeta 002",CO.AHR.GOB.T290.T002,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1929 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T290,Caja 290,caja,"Archivo Histórico Rionegro, Gobierno, Caja 290",Carpeta 003,"Archivo Histórico Rionegro, Gobierno, Caja 290, Carpeta 003",CO.AHR.GOB.T290.T003,,Archivo Histórico de Rionegro,Sumarios,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Sumarios,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1929 - 1930,recordKeeping
